Category,Title,Date,URL,Content
Classic Literature,Free eBooks | Project Gutenberg,2025-03-09,https://www.gutenberg.org,"Ways to donate Choose among free epub and Kindle eBooks, download them or read them online. You will find the worldâs great literature here, with focus on older works for which U.S. copyright has expired. Thousands of volunteers digitized and diligently proofread the eBooks, for you to enjoy. Some of our latest eBooksClick Here for more latest books! No fee or registration!Everything from Project Gutenberg is gratis, libre, and completely without cost to readers. If you find Project Gutenberg useful, please consider a small donation to help Project Gutenberg digitize more books, maintain its online presence, and improve Project Gutenberg programs and offerings. Other ways to help include digitizing, proofreading and formatting, or reporting errors. New donation optionwith Give Freely.More informationâ¦. No special apps needed!Project Gutenberg eBooks require no special apps to read, just the regular Web browsers or eBook readers that are included with computers and mobile devices. There have been reports of sites that charge fees for custom apps, or for the same eBooks that are freely available from Project Gutenberg. Some of the apps might have worthwhile features, but none are required to enjoy Project Gutenberg eBooks. 50 years of eBooks 1971-2021.In 2021, Project Gutenberg celebrated thefirst eBookfor reading enjoyment and unlimited free redistribution. This eBook was created on July 4, 1971 by Project Gutenbergâs founder, Michael S. Hart.Read more about this lasting innovation. Project Gutenberg is grateful to all volunteers who helped to reach this milestone anniversary. Project Gutenberg offers a vibrant and growing collection of the worldâs great literature. Read, enjoy, and share! Audio books are a great way to enjoy and share literature. Project Gutenberg no longer adds new audio books to the collection, and suggests these audio book resources. These audio books are all freely available and in the public domain in the US. They may be easily played back on computers, tablets, mobile phones, and other devices. They may be shared non-commercially, without limitation except in countries where the printed source is still copyrighted. All of the sources listed below are digitizations of texts from Project Gutenberg. Project Gutenberg eBooks may be freely used in the United States because most are not protected by U.S. copyright law. They may not be free of copyright in other countries. Readers outside of the United States must check the copyright terms of their countries before accessing, downloading or redistributing eBooks. We also have a number of copyrighted titles, for which the copyright holder has given permission for unlimited non-commercial worldwide use. The Project Gutenberg website is for human users only. Use of automated tools to access the website may trigger a block of your access. This site utilizes cookies, captchas and related technologies to help assure the site is maximally available for human users. See full terms of usehere."
Classic Literature,"800 Free eBooks for iPad, Kindle & Other Devices |  Open Culture",2025-03-09,https://www.openculture.com/free_ebooks,"Down­load 800 free eBooks to your Kin­dle, iPad/iPhone, com­put­er, smart phone or eread­er. Col­lec­tion includes great works of fic­tion, non-fic­tion and poet­ry, includ­ing works by Asi­mov, Jane Austen, Philip K. Dick, F. Scott Fitzger­ald, Neil Gaiman, Tol­stoy, Dos­to­evsky, Shake­speare, Ernest Hem­ing­way, Vir­ginia Woolf & James Joyce. Also please see our col­lec­tion1,000 Free Audio Books: Down­load Great Books for Free,where you can down­load more great books to your com­put­er or mp3 play­er. Get the best cultural and educational resources on the web curated for you in a daily email. We never spam. Unsubscribe at any time. FOLLOW ON SOCIAL MEDIA Open Culture scours the web for the best educational media. We find the free courses and audio books you need, the language lessons & educational videos you want, and plenty of enlightenment in between. ©2006-2025 Open Culture, LLC.All rights reserved."
Poetry,Poetry Foundation,2025-03-09,https://www.poetryfoundation.org,"Poems & Poets Poems & Poets Latest Opportunities Women's History Love Grantee-Partner Profile Meet Our Grantee-Partner: One Book One New Orleans One Book One New Orleans increases access to books and improves literacy skills through strategic outreach to adults with low literacy, adults and youth who are incarcerated, and those with visual impairment. Poets on Translation: The (Alter)native Speaker Finding a way to stretch language to fit you and your stray prepositions. To the Brink Prose fromPoetryMagazine Our language reminds us of the legacy that connects us to the past and instills that legacy in this present time. Prose fromPoetryMagazine It isn’t the final product of a poem I’m interested in, but the way poetry can bring community together. Subscribe to Poem of the Day Poetry Magazine Subscribe The Poetry Foundation recognizes the power of words to transform lives. We work to amplify poetry and celebrate poets by fostering spaces for all to create, experience, and share poetry. How We Fulfill Our Mission Featured Poets North America U.S., Western Prose fromPoetryMagazine Submit poetry and letters to the editors ofPoetrymagazine. Submit Stay in the know: subscribe to Poetry Foundation newsletters. Sign Up Receive email news, information, events, and daily poetry from the Poetry Foundation. Start each day with a poem delivered to your inbox! Poems are selected by Poetry Foundation editors and guests to correspond with historic events, poet anniversaries, and more fromPoetrymagazine and the poem archive at PoetryFoundation.org. Access exclusive content from the latest issue ofPoetrymagazine, read poetry-related essays, stay up to date on Foundation news, and more, every Wednesday. Keep up with the Poetry Foundation’s poetry readings, workshops, exhibitions, and other events, sent every other Friday. Monthly during the school year, receive periodic poetry resources and events curated specifically for young people, lifelong learners, and those who work with them. Receive newsworthy updates from the Poetry Foundation. By clicking ""Subscribe,"" you agree to The Poetry Foundation's collection and use of your personal information submitted through this form in accordance with ourTerms of ServiceandPrivacy Policy, which may include use with our online advertising programs. Advertise withPoetry PoetryMagazine PoetryMagazine Archive Submit toPoetry"
Poetry,poets.org | Academy of American Poets,2025-03-09,https://www.poets.org,"Poetry is the one thing you own; it is the bird in your hand “Hymn of Nature” by Felicia Dorothea Hemans appears in the anthologyThe Young Lady’s Offering; Or Gems of Prose and Poetry(Phillips, Sampson & Company, 1851). In her article, “Hemans, Wordsworth, and the ‘Literary Lady’” (Victorian Poetry, Fall 1997, Vol. 35, No. 3), professor of English at Saint Mary’s University Deborah Kennedy wrote: “The contradictory nature of the life of the nineteenth-century woman poet can be effectively illustrated by the literary and personal relationship between Felicia Hemans andWilliam Wordsworth, two of the most popular poets of the Victorian period. […] Wordsworth disliked Hemans’s ‘too elaborate and studied conversation,’ which he found characteristic of ‘many literary ladies.’ It is possible that she seemed to him ‘elaborate and studied’ because she did not conceal her learning and spoke with the authority of her publicly recognized position rather than showing a proper female deference.” O! Blest art thou whose steps may roveThrough the green paths of vale and groveOr, leaving all their charms below,Climb the wild mountain’s airy brow! And gaze afar o’er cultur’d plains,And cities with their stately fanes,And forests, that beneath thee lie,And ocean mingling with the sky. For man can show thee nought so fair,As Nature’s varied marvels there;And if thy pure and artless breastCan feel their grandeur, thou art blest! For thee the stream in beauty flows,For thee the gale of summer blows;And, in deep glen and wood-walk free,Voices of joy still breathe for thee. But happier far, if then thy soulCan soar to Him who made the whole,If to thine eye the simplest flowerPortray His bounty and His power: If, in whate’er is bright or grand,Thy mind can trace His viewless hand,If Nature’s music bid thee raiseThysong of gratitude and praise; If heaven and earth with beauty fraught,Lead to His throne thy raptured thought;If there thou lovest His love to read;Then, wand’rer, thou art blest indeed! This poem is in the public domain. Published in Poem-a-Day on March 9, 2025, by the Academy of American Poets. 4 poems Come, boys, sing!—Sing of the yellow corn, One does such work as one will not,And well each knows the right;Though the white storm howls, or the sun is hot,The black must serve the white.And it’s, oh, for the white man’s softening flesh,While the black man’s muscles grow!Well I know which grows the mightier, O, rich young lord, thou ridest byWith looks of high disdain;It chafes me not thy title high,Thy blood of oldest strain.The lady riding at thy sideIs but in name thy promised bride.Ride on, young lord, ride on! I’m in my room writingspeaking in myself& I hear youmove down the hallwayto water your plants I write truth on the pageI strike the word over & overyet I worry you’ll pour too much water on the plants& the water will overflow onto the booksruining them If I can’t speak out of myselfhow can I tell you I don’t care about the plants?how can I tell you I don’t care if the books get wet? 5 poets The 2010 winner of the National Book Award in poetry, Terrance Hayes is the author of seven poetry collections. He currently serves on the Board of Chancellors of the Academy of American Poets. Danez Smith is the author ofDon’t Call Us Dead(Graywolf Press, 2017) and[insert] boy(YesYes Books, 2014). Jackie Wang is the author of the poetry collection The Sunflower Cast a Spell to Save Us from the Void (Nightboat, 2021), which was longlisted for the National Book Award. Janice Mirikitani was born on February 4, 1941, in Stockton, California. Chen Chen is the author ofWhen I Grow Up I Want to Be a List of Further Possibilities(BOA Editions, 2017). Since 2018, the Academy of American Poets has invited twelve new Guest Editors to each curate a month of Produced exclusively for our members, the Fall–Winter issue features cover art by Childe Hassam; essays by B. K. Fischer, Eunsong Kim, and Rena Priest. Become a member to receive your digital and physical copy of the most recent issue ofAmerican Poets. … and much more"
Poetry,Poetry Archive,2025-03-09,https://www.poetryarchive.org,"These fine poems, written at different times and from a variety of perspectives, all look hard at the landscapes they enshrine. The Poetry Archive is the only charity wholly dedicated to the production, acquisition and preservation of recordings of significant poets reading their work aloud. We care for and preserve these uniquely valuable voices, which might otherwise be lost, so that future generations can continue to enjoy them. We make our own recordings of poets who write in the English language, and poets also donate copies of their own archives to us so we can look after them in the long term. Hearing how a poet speaks their own poems brings us a deeper level of understanding and enjoyment of the work and provides a rich resource for poetry lovers, explorers, teachers and students of all ages. We have a fundamental belief that poetry is for everyone so, as a charity, the funds we raise are used to record new poets and keep sharing these wonderful collections free-of-charge with you. Ismael Mansoor is a Deaf Poet, he was the British Deaf Association’s BSL Poet Laureate (2024-2025). This World Book Day, the Poetry Archive invites you to celebrate the magic of reading with a collection of poems that explore its power to transport, transform, and inspire. These poems capture the deep and personal relationship between words and… What free verse claims to be free from is the constraints of regular metre and fixed forms. This makes the poem free to find its own shape according to what the poet - or the poem - wants to say, but still allows him or her to use rhyme, alliteration, rhythms or cadences (etc) to achieve the effects that s/he feels are appropriate. There is an implicit constraint, however, to resist a regular metre in free verse - a run of a regular metre will stand out awkwardly in an otherwise free poem. Sometimes known as vers libre, free verse has a long pedigree and is very common in contemporary poetry. Yet there are still voices that claim poetry is only poetry when it is formal verse, and would agree with Robert Frost who, when asked about free verse, said ""I'd just as soon play tennis with the net down"". Fans of free verse can counter with T S Eliot's insistence that ""no vers is libre for the man who wants to do a good job"" - the net may be down, but this allows a poet (of either gender) to play to different rules. Simon Armitage's 'You're Beautiful', for example, creates for himself a set of rules that includes repeated words at the starts of phrases, rather than a structure of repeated sounds at the end of lines. 'What Is Poetry', by John Ashbery, is a good example of free verse - it has neither regular metre nor rhyme, but the exploration of the title's question contains effects based on rhythm and repetition. byWole Soyinka bySharon Olds bySeamus Heaney byAhren Warner by Wole Soyinka by Sharon Olds by Seamus Heaney by Ahren Warner We’re always adding to the Poetry Archive so sign up to our newsletter to keep up to date with the latest archive news, events and releases. Copyright © 2025 All rights reserved. Charity No. 1093858. Registered No. 4336052 The Poetry Archive is a not-for-profit organisation with charitable status. Username or Email Address Password Remember Me Lost your password?"
Children's Books,Scholastic | Books for Kids | Learning Resources,2025-03-09,https://www.scholastic.com,"Don't forget to upgrade your browser This browser is not supported.Download the latest browser below to get the best possible experience. Chrome Safari Firefox Shop Scholastic Book Clubs Rewarding for teachers, easy for families, fun for kidsâ a love of reading is inside every Book Box. The Teacher Store Shop by grade, subject or format to ensure your students have the resources they need. The Scholastic Store Shop best-selling, new, classic and award-winning books and toys for kids of all ages. Scholastic eGift Cards Share the joy of reading instantly with Scholastic eGift Cards. Sign In / Register Hello, Every Order Gives Back to the Class in FREE Books and Resources Place Your Order Everything you need to get kids ready for Kindergarten. OK Readyâ¢ - A NEW subscription box to prepare your 3-5 year old for kindergarten. Teachers, Raise Funds for Books and Resources withÂ ClassroomsCountâ¢ Create a Community of Readers in Your Classroom Shop Now Hundreds of Ideas to Build Their Home Library Â Shop Now Explore stories to help kids understand the world and themselves. Summer reading that's easy, affordable, and engaging Where kids choose their own books and every purchase benefits your school.Â LEARN MORE Ignite student engagement with fresh, high-interest texts and digital media. shop now Support literacy development and inspire learning for all students with our comprehensive literacy solutions. learn more Book Clubs Scholastic Education Teaching Tools The Scholastic Teacher Store Magazines+ Scholastic Teachables Classrooms Count More Less Book Clubs The Scholastic Parent Store Scholastic Parents Book Fairs eGift Cards Klutz More Less Scholastic Kids Scholastic Librarians More Less About Us Careers Media Room Product Safety Customer Service Investor Relations International Scholastic Gives Back Sustainability More Less TM Â® & Â©Scholastic Inc. All Rights Reserved."
Children's Books,BookTrust: Getting children reading | BookTrust,2025-03-09,https://www.booktrust.org.uk,"You currently have JavaScript disabled in your web browser, please enable JavaScript to view our website as intended.Here are the instructions of how to enable JavaScript in your browser. We focus on children from low-income and vulnerable family backgrounds to make sure everyone can experience the lifelong benefits of reading. Reading Rights campaign Resources for schools As the UK's largest children's reading charity, we know that children who read regularly experience better mental wellbeing. They form stronger bonds and relationships. They do better at school and are more creative. Discover the benefits of reading Find out what a difference your donations made to children and families across the country. Take a look Bookstart gifts free books to children at key ages before school to help families read together every day and inspire children to develop a love of books and reading. Find out more Helping vulnerable children discover a love of reading Promoting authors and illustrators of colour BookTrust Storytime is an exciting new library experience for families Get top tips for sharing stories with your child to help them become lifelong readers. Help us make a difference to children throughout the UK. Our work supports every family in Wales from their child’s first year of life. Find out about the Big Welsh Rhyme Time, sharing the benefits of bilingual rhymes, poems and songs with children. Every six months, BookTrust appoints a new Writer or Illustrator in Residence to give us their own unique perspective on the world of children's books. Patrice Lawrence is our current Writer in Residence. Find out how our programmes are helping our partners in Blackpool build parents’ storyt... Authors and scientists Paul Ian Cross and Thomas Bernard discuss the benefits of sharin... 020 7801 8800 [email protected] Sign up to our newsletters full of updates, activities, ways to support us and fun ideas to inspire children to read. Charity number 313343 Copyright © 2024 BookTrust, No. 1 Aire Street, Leeds, LS1 4PR"
Children's Books,Common Sense Media: Age-Based Media Reviews for Families | Common Sense Media,2025-03-09,https://www.commonsensemedia.org,"Common Sense Media Movie & TV reviews for parents Droll, very mature look at sex worker's whirlwind romance. Raucous, violent, darkly comic sci-fi movie about humanity. Lots of language, drugs in ""Ted Lasso""-ish sports comedy. Hero returns in gripping superhero saga; violence, language. Lots of language, drugs in ""Ted Lasso""-ish sports comedy. Hero returns in gripping superhero saga; violence, language. Entertaining, inspiring films that show the value of perseverance and overcoming obstacles. Help kids learn the value of empathy, compassion, and treating others with respect and caring. Read our reviews of the books TikTok influencers love. 71 parent reviews 12 parent reviews 8 parent reviews 23 parent reviews Since 2003, Common Sense has been the leading independent source for media recommendations and advice for families. Look for us next time you're searching for something to watch, read, or play. Not-for-profit partnerships, generous foundation support, and contributions from parents like you keep Common Sense free and available to families everywhere. Common Sense is dedicated to improving the lives of kids and families by providing the trustworthy information, education, and independent voice they need to thrive. We're a nonprofit.Support our work"
Young Adult (YA),Dewa6D â Penawar Game Online Link Toto Dewa 6D Situs Resmi 2025,2025-03-09,https://www.teenreads.com,"Dewa6Dmemberikan pelayanan paling extra maximal dalam menghadirkan penawar game online link toto dewa 6d situs resmi togel pada tahun 2025 mendatang. Daftar dan login link alternatif dewa6d sekarang juga hanya disini. Dewa6d juga menyediakan prediksi togel dari admin togel terpercaya, tebakan angka paling jitu check langsung daftar prediksi togel kami disini. Selain togel, dewa 6d juga menghadirkan sejumlah game online resmi seperti slot resmi, sportsbook, poker, sabung ayam, dan masih banyak lagi. Nikmati layanan live rtp slot berikut dengan informasi pola bermain paling akurat. Dapatkan downloadApk Togelresmi Situs Toto togel ini memiliki banyak pasaran togel resmi yang terpopuler dan sudah banyak di kenal seluruh masyarakat di Indonesia. Berhubung banyak pecinta togel sedangn mencari Situs Togel Terpercaya, resmi , amanah, tentunya membayar semua kemenangan para playernya. Kami Himbau juga agar selalu berhati-hati di luar sana banyak sekali situs abal-abal yang bertebaran di mesin google. Untuk itu kami menegaskan bahwa Dewa6D situs togel online yang sangat kami rekomendasikan untuk para pecinta toto online indonesia."
Young Adult (YA),The Hub – Your Connection to Teen Collections,2025-03-09,https://www.yalsa.ala.org/thehub/,"Your Connection to Teen Collections Subscribe to receive new posts in your inbox enter your email address Subscribe Subscribe to receive new posts in your inbox enter your email address Subscribe Creative Commons Attribution-NonCommercial-NoDerivs 3.0 License Set after the events ofThe House on the Cerulean Sea, we return to Marsyas Island, home to its remarkable inhabitants. Arthur Parnassus, once a ward of the Department in Charge of Magical Youth, has transformed his trauma into a sanctuary for magical orphans who, like him, have been marginalized by society. Among them are a gnome, a pixie, a shapeshifter, and Lucy, the son of Satan. When Arthur is summoned to testify about his past, he hopes to prevent other children from enduring similar pain. However, the hearing proves to be a farce, jeopardizing the joyful life he and his partner, Linus Baker, have built on the island. As the Department sends an inspector to audit the orphanage, they secretly welcome a new unregistered magical orphan who boldly embraces his identity as a monster. Together, Arthur, Linus, and their children must unite to protect their family and fight for their rights. Narrated by Daniel Henning, the characters come alive with humor and compassion. You can’t help but fall in love with Arthur and his family as you cheer for their triumph over fear and prejudice. Each character possesses a distinct voice that makes them feel incredibly relatable. While this book is aimed at adults, older teens who enjoyedMiss Peregrine’s Home for Peculiar Children, the work of Aiden Thomas orGreenglass Housewill likely find it a perfect fit. –Jeannine Everett The Selected Lists teams read throughout the year in search of the best titles published in their respective categories. Once a book is suggested (either internally or through the title suggestion form), it must pass through a review process to be designated an official nomination. Each week, the teams feature a review of one of the officially nominated titles. Additional titles to receive this designation are listed as well. At year’s end, the team will curate a final list from all nominated titles and select a Top Ten. In a land where witches are ruthlessly hunted and killed, Rune Winters, secretly known as the Crimson Moth and a witch herself, spends her nights clandestinely saving witches, smuggling them to safety while, by day, maintaining her reputation of a superficial socialite. Having lost his family to witches, Gideon Sharpe became a captain in the Blood Guard, a militaristic group that hunts witches, and is determined to take down the crimson moth at any cost. Believing her to be a flighty socialite but also the key to finding the Crimson Moth, Gideon must pretend to be interested in Rune. In order to save Seraphine, a powerful witch, recently imprisoned, Rune must pretend to be interested in Gideon. As the two get closer to their goals and to discovering each other’s secrets, the danger of their deceptions escalate when their feelings become real. Filled with scenes of intense romance and heart pounding near misses this is an enthralling, serpentine novel that readers will not be able to put down. With strong world building, the story is told in third person narration, each chapter alternating focus on Rune and Gideon. Both areengaging, complex, sympathetic protagonists that come with a fully fleshed out cast of supporting characters. While the enemies to lovers trope is common, teens will gobble up this romantasy and eagerly await the sequel. Hand this to teens who enjoy watching Shadow and Bone, the Witcher or A Discovery of Witches. A great choice for teens looking for fantasy, suspense and/or romance as this one ticks all the boxes! Similar titles include:Six of Crowsby Leigh Bardugo,The Cruel Princeby Holly Black andSerpent & Doveby Shelby Mahurin –Karen T. Bilton In 1941, thirteen-year-old Japanese-American Amy is sent to Japan to visit her dying great-grandmother. When she first arrives, she struggles to understand her family’s Japanese, but in time she adapts and becomes accustomed to even her sosobo’s strong country accent. She develops a kinship with her Japanese family, especially her sosobo, Ama, who tells her about her youth as a pearl diver in Okinawa. This gentle connection with her extended family is interrupted when Japan bombs Pearl Harbor, and Amy becomes trapped in Japan, a nisei, or American Born. Taken from her family, she is assigned to be a translator in Hiroshima, betraying the country of her birth. But when she receives a letter from home, confirming the rumors she and the other nisei translators have heard about America’s treatment of Japanese Americans, she wonders who betrayed whom. Smith’s writing beautifully captures Amy’s search for identity, which is magnified by the conflict of World War II. At the heart of the story is the tender intergenerational relationship between Amy and Ama. Their will to survive changes out of their control serves as a tether between them. Norrie’s blue-toned illustrations show this gentle family connection, but also strikingly portray the dark violence of the destruction of Hiroshima. This moving story of survival will appeal to readers who enjoy historical fiction with strong female characters, like those by Elizabeth Wein, Sharon Cameron, and Ruta Sepetys. Teens who enjoyed learning about the treatment of Japanese Americans during World War II in books likeWe Are Not Freeby Traci Chee orDisplacementby Kiku Hughes will be interested in learning about an American’s experience in Japan during the war. –Patricia Jimenez During World War II, Bletchley Park, known by its codename Station X, was a top-secret center in Britain dedicated to cracking Nazi codes. Young women, often teenagers, arrived with little understanding of their role, yet they quickly became vital to the operation. Tasked with running complex machines, deciphering wireless transmissions, and sorting intelligence, they worked alongside renowned cryptographers to produce information critical to the war effort. These young women’s aptitude for secrecy and specialized skills proved instrumental in supporting the Allies’ success. The Enigma Girlsby Candace Fleming is a compelling work of nonfiction that illuminates the real-life contributions of young women codebreakers at Bletchley Park during World War II. Narrator Moira Quirk lends gravitas to the story, capturing the suspense and importance of their secret work while keeping listeners fully engaged. Though it reads like fiction, the story is all the more powerful and captivating because it recounts true events. For teens captivated byThe Enigma Girls, comparable titles include Candace Fleming’sThe Rise and Fall of Charles Lindbergh, another meticulously researched biography highlighting influential figures in history. Other engaging nonfiction options includeImpossible Escapeby Steve Sheinkin,We Had to Be Braveby Deborah Hopkinson, andAttacked!: Pearl Harbor and the Day War Came to Americaby Marc Favreau, each detailing gripping moments of courage during wartime. For fans of historical fiction, teens should try Jennifer A. Nielsen’s novels,ResistanceandRescue, which bring to life stories of resilience and bravery during World War II. -Lorrie Roussin The Selected Lists teams read throughout the year in search of the best titles published in their respective categories. Once a book is suggested (either internally or through the title suggestion form), it must pass through a review process to be designated an official nomination. Each week, the teams feature a review of one of the officially nominated titles. Additional titles to receive this designation are listed as well. At year’s end, the team will curate a final list from all nominated titles and select a Top Ten. Nick and Charlie, now admitting they are in love, worry about taking their relationship to the next level. Nick leaves for a trip with his fellow seniors to tour universities as he attempts to make decisions about his future. Charlie continues to struggle with disordered eating, and to be himself without Nick. With Nick leaving next year for university, they struggle with how potential distance will affect them. This installment of theHeartstopperseries is just as engaging, accessible, and relatable as the previous four. The representation and characterization of the cast are sincere, and the world of these teens feels genuine. The art style is simplistic, yet sweet and emotive. Teens will appreciate the gravity given to the romantic relationships, as the author clearly takes them seriously, lending them an earned maturity complete with communication breakdowns and repairs. Teens looking for romance with realistic stakes or sincere gay representation will love this book. Fans of earlier books in the series or the Netflix show will find the latest installment equally enjoyable. Fans of Rainbow Rowell’sCarry Onseries, David Levithan’s novels, andWhat If It’s Usby Becky Albertalli and Adam Silvera will likewise enjoy this book. ––Dakota Hall Sixteen-year-old, Amina Conteh clashes with her religious father in many ways, and is forced to spend more time at their church because of her rebellious ways. When she is assaulted by a church leader, Amina uses poetry to find her voice and seek justice for what happened to her and to what has happened to other girls in the congregation. This book is an incredibly powerful novel in verse that captures the ripped-from-the-headlines pain of a young sexual assault survivor working to seek justice in a world where it is so often denied. The growth of the relationship with her father is well done and different than what is normally depicted with young adult/parent relationships. The ending is cathartic and pays off well for all the readers who find themselves getting hooked and living through every poem and page. Teen readers that enjoy novels in verse, introspective poetry, fast-paced, and authentic realistic fiction will find this book appealing. Fans ofGrownby Tiffany D. Jackson,Muted by Tami Charles, andRedby Ani Cardi will appreciate the similar story lines, but with another offering of unique storytelling and an ending that still sets it apart from the rest. –Molly Dettmann The Selected Lists teams read throughout the year in search of the best titles published in their respective categories. Once a book is suggested (either internally or through thetitle suggestionform), it must pass through a review process to be designated an official nomination. Each week, the teams feature a review of one of the officially nominated titles. Additional titles to receive this designation are listed as well. At year’s end, the team will curate a final list from all nominated titles and select a Top Ten.The Best Fiction for Young Adults Committee appreciates teen feedback as members evaluate the nominated titles. Teen librarians are encouraged to share theList of Potential Nomineesunder consideration with their patrons and solicit feedback using the link:https://bit.ly/BFYA25TeenFB Stephanie Cooke’sPillow Fightis a vibrant and empowering graphic novel that invites readers into the exhilarating world of competitive pillow fighting. The story centers around Grace Mendes, a college student grappling with low self-esteem and the shadows of her past. With a fierce alter ego named Cinderhella, she embarks on a transformative journey that combines humor, heart, and action. Cooke brilliantly captures the essence of Grace’s struggles–from her complicated relationship with her stepmother to the bullying that results from her newfound celebrity. With her best friend Callie supporting her to step outside her comfort zone, Grace discovers the liberating thrill of pillow fighting– a sport that subverts traditional stereotypes and offers a fresh take on female empowerment. The playful names of the competitors, like Kat Atonic and Rapunchel, add a delightful pun-filled charm that evokes roller derby and professional wrestling. Mel Valentine Vargas’s bold color palette enhances the on-page action. It highlights the diverse cast of characters that enrich the story with varied experiences and perspectives on sexuality, gender, and race. At its core,Pillow Talkis an action-packed coming-of-age tale that emphasizes friendship, self-acceptance, and the importance of lifting each other up. Fans ofHockey Girl Loves Drama Boywill appreciate its energetic storytelling. This story offers a window (or a mirror) into a young woman’s struggle to maintain a healthy relationship with her body, similar toFat Chance, Charlie Vega. Those familiar withLara Dean Keeps Breaking Up With Mewill identify the journey to embrace their true selves. –Patricia Jimenez Mary is a mermaid on a mission to rule the high seas. Heartbroken and stranded on a pirate ship, she seizes the chance to join the crew—though singing shanties isn’t enough for her. With an eye on the captain’s hat, Mary is determined to make waves and prove her worth as more than a “little” mermaid. When the notorious Blackbeard meets an untimely end, Mary’s journey takes a daring turn as she aims not just for captaincy, but for the throne of Pirate King—or Queen! This adventurous fantasy novel reimaginesThe Little Mermaidwith a bold, swashbuckling twist, blending elements of pirate lore and mermaid mythology in a high-stakes tale of ambition and courage. The story’s playful and spirited tone keeps readers hooked as Mary, the “mermaid captain,” fights for her place in a world of pirates and legends. The narrator, Nneka Okoye, skillfully varies tone and pitch, creating engaging character distinctions that enhance the story’s vibrant and adventurous spirit, making each scene come alive. Comparable titles includeDaughter of the Pirate Kingby Tricia Levenseller, which shares a fierce, ambitious heroine navigating life at sea, andTo Kill a Kingdomby Alexandra Christo, a darkly adventurous twist onThe Little Mermaidmyth. For a cinematic comparison,Pirates of the Caribbean: The Curse of the Black Pearlcaptures a similar swashbuckling tone and high-seas adventure, with characters challenging conventions and striving for power. –Lorrie Roussin The Selected Lists teams read throughout the year in search of the best titles published in their respective categories. Once a book is suggested (either internally or through the title suggestion form), it must pass through a review process to be designated an official nomination. Each week, the teams feature a review of one of the officially nominated titles. Additional titles to receive this designation are listed as well. At year’s end, the team will curate a final list from all nominated titles and select a Top Ten. This graphic novel memoir shares the journey of Theo as they find out more about themself. The author beautifully captures their experience – and relates it to the idea of creating home and sanctuary – before they arrive at the term nonbinary, which feels like home to them. This title has instant appeal to teens – and not only those who might be traveling a similar journey to the one Theo is on. Any teen who is grappling with fitting in, identity , or gender would be able to relate to this book. The format makes this memoir very accessible to reluctant readers. Teens who have enjoyed readingGender Queerby Maia Kobabe andThe Princess and the Grilled Cheese Sandwichby Deya Muniz will enjoy this graphic memoir. –Katie Guzan Bella shared a secret with her beloved grandma, Laurel: every so often they share a glass of something “sweet” over a game of Scrabble. Now that Laurel has passed, Bella is finding herself taking the edge off the anxiety of warring parents, a needy younger sister, a job, her broken heart after an unwanted break up, and academic demands with her bottle of Sprodka–a mixture of Sprite and vodka in the unassuming Sprite bottle. The problem is, her reliance on her Sprodka is increasing and her memory of its aftermath is decreasing. When she loses control at a party and mixes recreational drugs with her alcohol, her “friends” leave her on her mother’s doorstep where Bella falls and nearly dies. After a stint at a rehab facility, Bella must try to pick up the pieces of her life. Kathleen Glasgow established herself as a credible voice in realistic fiction withGirl in Pieces, so this is a title with a built in readership, and Bella’s story does not disappoint. Glasgow writes from a place of personal experience using a plot inhabited by realistically flawed characters. The inclusion of Bella’s internal monologue ratchets up the reader’s sense of her anxiety while Glasgow’s portrayal of a loving, but dysfunctional, family and the social dynamics of high school are immediately recognizable. Despite the bleakness of the subject matter, this is ultimately a story of hope and healing that ends on the precipice of Bella’s success. Teens who are on their own journeys to sobriety will find a lot to love about this plot. Not quite as gritty as Jas Hammond’sThirsty, it will scratch the same itch. Bella’s recovery via nature is similar to Wren’s in Wendelin Van Draanen’sWild Bird, and shares some similarity to Mia’s path in Jessie Ann Foley’sYou Know I’m No Good. – Jodi Kruse Each week, the teams feature a review of one of the officially nominated titles. Additional titles to receive this designation are listed as well. At year’s end, the team will curate a final list from all nominated titles and select a Top Ten.The Best Fiction for Young Adults Committee appreciates teen feedback as members evaluate the nominated titles. Teen librarians are encouraged to share theList of Potential Nomineesunder consideration with their patrons and solicit feedback using the link:https://bit.ly/BFYA25TeenFB"
