label,url,filepath,width,height
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSosYzRcxuXubGTWc9a447Vmv0zrHw3mNm6Kw&s,image_dataset\Tiger\Tiger_19.jpg,192,263
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7aqgFEy2W-tHyBjsGBW1bOdBG0_S5Iy6RPg&s,image_dataset\Tiger\Tiger_20.jpg,276,182
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRumbluHvu7AAxjS6xrjCZeZ93dJP7G_fQRFQ&s,image_dataset\Tiger\Tiger_21.jpg,259,194
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAaH1KZVqC-WMPqzgfW-5awYoDUnyCjGJ-sA&s,image_dataset\Tiger\Tiger_22.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkSKnBx4OVsEKPHTjDaflet9mjWd81WORNaM_MobH5nlwQfDDcnQtD&s=0,image_dataset\Tiger\Tiger_23.jpg,50,50
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_iZE800nGMNV9KdyojdVsJ3pRLVzYrlG5F2knPn2psiWTRVHqrvF-&s=0,image_dataset\Tiger\Tiger_24.jpg,50,50
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnnkchYyXPTN6odzyOOTOeIS0LffhkoH80eV6kIRwMambmF3pH1Ebe&s=0,image_dataset\Tiger\Tiger_25.jpg,50,50
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbUi58V76jkLCzMY1yI76cNOZWf1Fge6MTdA&s,image_dataset\Tiger\Tiger_26.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScsZAz8uTtNjNgfrOIRdY8DL-_YMePOD54Jg&s,image_dataset\Tiger\Tiger_27.jpg,259,194
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbSKgbSw5FLcCaM-XzwkeZsOJ6RlNV2H4Ieg&s,image_dataset\Tiger\Tiger_28.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA-I6q1_UKm0AdeTwazyJVbeKWdqJEIyqCjQ&s,image_dataset\Tiger\Tiger_29.jpg,183,275
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6YENfzGnAXGdkgF_hN04stH8RXQ84pcSqPQ&s,image_dataset\Tiger\Tiger_30.jpg,254,198
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQexDIeZQvAazC7Q9TfiKnNVULrsnZ3Mb3TKA&s,image_dataset\Tiger\Tiger_31.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSfyHqqilIL4r0ol0btpDHvBo4danofEABLA&s,image_dataset\Tiger\Tiger_32.jpg,259,194
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAu36JKjlC120FVv26pVfUfoPSoOuFN_7HTA&s,image_dataset\Tiger\Tiger_33.jpg,244,207
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUpxCngrVkr09HmwPUPDfZE8yKf0ydKe1WyQ&s,image_dataset\Tiger\Tiger_34.jpg,183,275
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXtfMnZG7PSCZru6UGbIDK_7c2o7BaJDALdw&s,image_dataset\Tiger\Tiger_35.jpg,225,225
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT61Oaq3n9IRlW1hHlwjTQ2zhVExPKy-VslbQ&s,image_dataset\Tiger\Tiger_36.jpg,300,168
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWcB4utZm5FQEqnWoVqszJk3w2gnB-2mFYyQ&s,image_dataset\Tiger\Tiger_37.jpg,299,168
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFrfaoqNmf02lGRjKjbDfGrkBv-1BWjpApQg&s,image_dataset\Tiger\Tiger_38.jpg,225,225
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVt0Aq0XKDmd7_BjlNX8bEV9UFRKYohcYmFw&s,image_dataset\Tiger\Tiger_39.jpg,300,168
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHZu-2t8CbjaWrl5_tCjmes2uE-JhKsBkZBA&s,image_dataset\Tiger\Tiger_40.jpg,225,225
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGtpOu4VAMhz3g4cKIgLjU-5tXIfeMPcFJug&s,image_dataset\Tiger\Tiger_41.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmonMeOTj1zi6Knfyx5lnrbIio1dx4TbQU1g&s,image_dataset\Tiger\Tiger_42.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTasl2-sc4n-gO9Mt-yVIrykKPEF0XrVIuTMw&s,image_dataset\Tiger\Tiger_43.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTInyxQI1-htPdjePFe90NpItL_ZmK87YCOPw&s,image_dataset\Tiger\Tiger_44.jpg,184,274
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSedRL-1aVnq28Ntk1axL23F7vxS9mLYfpkTA&s,image_dataset\Tiger\Tiger_45.jpg,278,181
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqCCRdkySeLS7BtUthUhXfhtWKf4P1g4GmcA&s,image_dataset\Tiger\Tiger_46.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxUz94m79YVpQKjS0AbllTCMzrBi0khLF9PQ&s,image_dataset\Tiger\Tiger_47.jpg,300,168
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHqgsfS4vInbpJ9ysiyGHVX9j5pPNmcfLQ-Q&s,image_dataset\Tiger\Tiger_48.jpg,275,183
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSawb4V4R6ZUSFgrCOSIvpgTiXHyrV6eAu0wg&s,image_dataset\Tiger\Tiger_49.jpg,241,209
Tiger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt4BlXcpP398CzDtqj9VJxBR671mD0n-FjGHSJOI2sSOo4CE1UQj_H&s=0,image_dataset\Tiger\Tiger_50.jpg,50,50
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-KsLwCjFkcq7yRy4mNlMQpjwBlEL148EZovDQgwn4Y2k1dX1QGmzxH0Dg&s,image_dataset\Elephant\Elephant_1.jpg,69,46
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyY9CqBNvdsRRxbALtFNPYJ18bNYX2k8BsIV-k1AyWjGWjtBEiz12BKsrx&s,image_dataset\Elephant\Elephant_2.jpg,82,46
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYKZyu-Ul-RxaMOpgcusgqnAUNShIRHOBXJsVkc3fScHAHgvcE4F9cPbdE&s,image_dataset\Elephant\Elephant_3.jpg,46,46
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5tPMrmdlWCuJ1Jlygd31Uqg5o6XYHfN3viw&s,image_dataset\Elephant\Elephant_4.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2MWHEAl1aqWd8VtbOqm5FQXf5x0a7gliQxw&s,image_dataset\Elephant\Elephant_5.jpg,361,140
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRzM2D_r8gT0wn0N7E8xktyzWSJvPx2k3qbA&s,image_dataset\Elephant\Elephant_6.jpg,266,190
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP4cCbDGzhgHy2WbMb0AHGoLjD9jtrokZ4tw&s,image_dataset\Elephant\Elephant_7.jpg,224,225
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj8EgSj2NZSdmgkfEk9f9KXcmyZ-FOvcNxYg&s,image_dataset\Elephant\Elephant_8.jpg,183,275
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMvSetlvcNSVEECkkF7dL_ZXHhpFpNx_PXbA&s,image_dataset\Elephant\Elephant_9.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4Bz_Bo1FKfoQb5y61ao9anipILGEYPNxUYQ&s,image_dataset\Elephant\Elephant_10.jpg,318,159
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDimAmJ1MpxEU_mRhU93WNmUQljQCvjpLZvA&s,image_dataset\Elephant\Elephant_11.jpg,225,225
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWklkH2vbzRXyyXMbypc745TE-Y_KGQKW26g&s,image_dataset\Elephant\Elephant_12.jpg,259,194
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlUD717OAfrE3Kj-2Mqh_7HvNS92krEUeN2g&s,image_dataset\Elephant\Elephant_13.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWUYmvnzpt3LAljbRNQPloW3BD2Pzv1rb2Sg&s,image_dataset\Elephant\Elephant_14.jpg,192,262
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8TErhybTRhPdWnGvOtd-pJzjTinMJFczCew&s,image_dataset\Elephant\Elephant_15.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGRh__uGQQO0-zwMWGkZWvdvJx6yx3BIj7PA&s,image_dataset\Elephant\Elephant_16.jpg,198,254
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV2yQ3oPDy4WLcjmTt68gCWST5fF3lN7-c6w&s,image_dataset\Elephant\Elephant_17.jpg,275,183
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo3KcxDQ0-zthmvcLe9kkMi47zx_Q7V5AcBw&s,image_dataset\Elephant\Elephant_18.jpg,275,183
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-lfozuqdg8tM3rBaZdVvWkPcrEa-59uAt9g&s,image_dataset\Elephant\Elephant_19.jpg,259,194
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRBK5aTprO2tGtYHjpl4XulR8VDAiU05eRsQ&s,image_dataset\Elephant\Elephant_20.jpg,275,183
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSV4Tw77H2b4duxOfythRe-pKNrVL-kRLmHg&s,image_dataset\Elephant\Elephant_21.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUutueGq6hos0KVJ-YNcuTBehC1KkRMV98hg&s,image_dataset\Elephant\Elephant_22.jpg,275,183
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT8HcspUwltCSRZigzymEtcSP8HszTurMeiCoS6X6R&s=0,image_dataset\Elephant\Elephant_23.jpg,50,50
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkuXo_-DL6I0a4FOZ9vrV2GDz0k-VytZDjoH0enq5Lwyny11z4gsln&s=0,image_dataset\Elephant\Elephant_24.jpg,50,50
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM0YsOtI2j0qVqdDJbL6tgq7rnrrfmXYKqDFA3CXM0TklgIbvYmciN&s=0,image_dataset\Elephant\Elephant_25.jpg,50,50
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmAreiXa_SRsfzEO2pGbM7857IEgDMf7yPcA&s,image_dataset\Elephant\Elephant_26.jpg,285,177
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzuvK1sl1Tmj624QPxkqhfkND0ZS4jpf8RWQ&s,image_dataset\Elephant\Elephant_27.jpg,225,225
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSMVGNopIVdWJIKrmUtSO_tsTqhSAXBiY6wg&s,image_dataset\Elephant\Elephant_28.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqiUI2MzPpLPye-PHghAcTFhbdlSfaXZ_NvA&s,image_dataset\Elephant\Elephant_29.jpg,193,262
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVMqcW8BxbVuWhU_v2--9qyZlD0xracZ5g0w&s,image_dataset\Elephant\Elephant_30.jpg,225,225
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0Vgpii4ecq_Pq0t3xUowHGWZ6Cy5JPdhp3w&s,image_dataset\Elephant\Elephant_31.jpg,264,191
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgXAUyvLwDSudSeT3RZ8oHnIPHFiX5wc_mXA&s,image_dataset\Elephant\Elephant_32.jpg,300,168
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVbtMR0oNLUKPFYXeVQ0mKibt_SngfnJTPOw&s,image_dataset\Elephant\Elephant_33.jpg,309,163
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTW1wkH0Mw0w3tEpVrMuCznzgXPwWQmCBBJw&s,image_dataset\Elephant\Elephant_34.jpg,275,183
Elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRi7yIxHLHLPl2x9_aHnUHDxXtG1JWuZkYqTw&s,image_dataset\Elephant\Elephant_35.jpg,275,183
